INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
4;17.11.2020 0:00:00;2;610000;27315
5;17.11.2020 0:00:00;2;610000;27541
6;17.11.2020 0:00:00;2;610000;27270
7;17.11.2020 0:00:00;2;610000;26918
8;17.11.2020 0:00:00;2;610000;26733
9;17.11.2020 0:00:00;2;610000;26585
10;17.11.2020 0:00:00;2;610000;26604
11;17.11.2020 0:00:00;2;610000;26739
12;17.11.2020 0:00:00;2;610000;26926
13;17.11.2020 0:00:00;2;610000;27598
14;17.11.2020 0:00:00;2;610000;27518
15;17.11.2020 0:00:00;2;610000;26980
16;17.11.2020 0:00:00;2;610000;26937
17;17.11.2020 0:00:00;2;610000;26376
18;17.11.2020 0:00:00;2;610000;25706
19;17.11.2020 0:00:00;2;610000;24919
20;17.11.2020 0:00:00;2;610000;24448
21;17.11.2020 0:00:00;2;610000;24289
22;17.11.2020 0:00:00;2;610000;24138
23;17.11.2020 0:00:00;2;610000;24089
0;18.11.2020 0:00:00;2;610000;24450
1;18.11.2020 0:00:00;2;610000;24916
2;18.11.2020 0:00:00;2;610000;25800
3;18.11.2020 0:00:00;2;610000;26546
4;18.11.2020 0:00:00;2;610000;27288
5;18.11.2020 0:00:00;2;610000;27484
6;18.11.2020 0:00:00;2;610000;27443
7;18.11.2020 0:00:00;2;610000;27356
8;18.11.2020 0:00:00;2;610000;27378
9;18.11.2020 0:00:00;2;610000;27237
10;18.11.2020 0:00:00;2;610000;27006
11;18.11.2020 0:00:00;2;610000;27155
12;18.11.2020 0:00:00;2;610000;27377
13;18.11.2020 0:00:00;2;610000;27716
14;18.11.2020 0:00:00;2;610000;27565
15;18.11.2020 0:00:00;2;610000;27064
16;18.11.2020 0:00:00;2;610000;26919
17;18.11.2020 0:00:00;2;610000;26413
18;18.11.2020 0:00:00;2;610000;25734
19;18.11.2020 0:00:00;2;610000;25110
20;18.11.2020 0:00:00;2;610000;24747
21;18.11.2020 0:00:00;2;610000;24460
22;18.11.2020 0:00:00;2;610000;24245
23;18.11.2020 0:00:00;2;610000;24156
0;19.11.2020 0:00:00;2;610000;24420
1;19.11.2020 0:00:00;2;610000;24940
2;19.11.2020 0:00:00;2;610000;26029
3;19.11.2020 0:00:00;2;610000;26783
4;19.11.2020 0:00:00;2;610000;27239
5;19.11.2020 0:00:00;2;610000;27440
6;19.11.2020 0:00:00;2;610000;27357
7;19.11.2020 0:00:00;2;610000;27233
8;19.11.2020 0:00:00;2;610000;27122
9;19.11.2020 0:00:00;2;610000;27295
10;19.11.2020 0:00:00;2;610000;27190
11;19.11.2020 0:00:00;2;610000;27342
12;19.11.2020 0:00:00;2;610000;27546
13;19.11.2020 0:00:00;2;610000;27947
14;19.11.2020 0:00:00;2;610000;27713
15;19.11.2020 0:00:00;2;610000;27185
16;19.11.2020 0:00:00;2;610000;27051
17;19.11.2020 0:00:00;2;610000;26496
18;19.11.2020 0:00:00;2;610000;26080
19;19.11.2020 0:00:00;2;610000;25136
20;19.11.2020 0:00:00;2;610000;24824
21;19.11.2020 0:00:00;2;610000;24548
22;19.11.2020 0:00:00;2;610000;24218
23;19.11.2020 0:00:00;2;610000;24392
0;20.11.2020 0:00:00;2;610000;24557
1;20.11.2020 0:00:00;2;610000;25185
2;20.11.2020 0:00:00;2;610000;26225
3;20.11.2020 0:00:00;2;610000;26583
4;20.11.2020 0:00:00;2;610000;27379
5;20.11.2020 0:00:00;2;610000;27456
6;20.11.2020 0:00:00;2;610000;27513
7;20.11.2020 0:00:00;2;610000;27310
8;20.11.2020 0:00:00;2;610000;27210
9;20.11.2020 0:00:00;2;610000;27054
10;20.11.2020 0:00:00;2;610000;27109
11;20.11.2020 0:00:00;2;610000;27112
12;20.11.2020 0:00:00;2;610000;27274
13;20.11.2020 0:00:00;2;610000;27540
14;20.11.2020 0:00:00;2;610000;27512
15;20.11.2020 0:00:00;2;610000;27009
16;20.11.2020 0:00:00;2;610000;26624
17;20.11.2020 0:00:00;2;610000;26291
18;20.11.2020 0:00:00;2;610000;25732
19;20.11.2020 0:00:00;2;610000;25112
20;20.11.2020 0:00:00;2;610000;24567
21;20.11.2020 0:00:00;2;610000;24445
22;20.11.2020 0:00:00;2;610000;24301
23;20.11.2020 0:00:00;2;610000;24122
0;21.11.2020 0:00:00;2;610000;24056
1;21.11.2020 0:00:00;2;610000;24272
2;21.11.2020 0:00:00;2;610000;24861
3;21.11.2020 0:00:00;2;610000;25360
4;21.11.2020 0:00:00;2;610000;26213
5;21.11.2020 0:00:00;2;610000;26739
6;21.11.2020 0:00:00;2;610000;26931
7;21.11.2020 0:00:00;2;610000;26752
8;21.11.2020 0:00:00;2;610000;26511
9;21.11.2020 0:00:00;2;610000;26663
10;21.11.2020 0:00:00;2;610000;26591
11;21.11.2020 0:00:00;2;610000;26921
12;21.11.2020 0:00:00;2;610000;27041
13;21.11.2020 0:00:00;2;610000;27278
14;21.11.2020 0:00:00;2;610000;27067
15;21.11.2020 0:00:00;2;610000;26570
16;21.11.2020 0:00:00;2;610000;26442
17;21.11.2020 0:00:00;2;610000;25922
18;21.11.2020 0:00:00;2;610000;25376
19;21.11.2020 0:00:00;2;610000;24872
20;21.11.2020 0:00:00;2;610000;24282
21;21.11.2020 0:00:00;2;610000;24006
22;21.11.2020 0:00:00;2;610000;23906
23;21.11.2020 0:00:00;2;610000;23929
0;22.11.2020 0:00:00;2;610000;23851
1;22.11.2020 0:00:00;2;610000;24068
2;22.11.2020 0:00:00;2;610000;24564
3;22.11.2020 0:00:00;2;610000;24977
4;22.11.2020 0:00:00;2;610000;25711
5;22.11.2020 0:00:00;2;610000;26300
6;22.11.2020 0:00:00;2;610000;26601
7;22.11.2020 0:00:00;2;610000;26448
8;22.11.2020 0:00:00;2;610000;26400
9;22.11.2020 0:00:00;2;610000;26439
10;22.11.2020 0:00:00;2;610000;26436
11;22.11.2020 0:00:00;2;610000;26611
12;22.11.2020 0:00:00;2;610000;26921
13;22.11.2020 0:00:00;2;610000;27074
14;22.11.2020 0:00:00;2;610000;27083
15;22.11.2020 0:00:00;2;610000;26482
16;22.11.2020 0:00:00;2;610000;26324
17;22.11.2020 0:00:00;2;610000;25793
18;22.11.2020 0:00:00;2;610000;25116
19;22.11.2020 0:00:00;2;610000;24397
20;22.11.2020 0:00:00;2;610000;24171
21;22.11.2020 0:00:00;2;610000;23932
22;22.11.2020 0:00:00;2;610000;23742
23;22.11.2020 0:00:00;2;610000;23698
0;23.11.2020 0:00:00;2;610000;23756
1;23.11.2020 0:00:00;2;610000;24489
2;23.11.2020 0:00:00;2;610000;25395
3;23.11.2020 0:00:00;2;610000;25886
4;23.11.2020 0:00:00;2;610000;26670
5;23.11.2020 0:00:00;2;610000;26807
6;23.11.2020 0:00:00;2;610000;26959
7;23.11.2020 0:00:00;2;610000;26927
8;23.11.2020 0:00:00;2;610000;26864
9;23.11.2020 0:00:00;2;610000;26828
10;23.11.2020 0:00:00;2;610000;26746
11;23.11.2020 0:00:00;2;610000;26801
12;23.11.2020 0:00:00;2;610000;27190
13;23.11.2020 0:00:00;2;610000;27397
14;23.11.2020 0:00:00;2;610000;27258
15;23.11.2020 0:00:00;2;610000;26902
16;23.11.2020 0:00:00;2;610000;26736
17;23.11.2020 0:00:00;2;610000;26061
18;23.11.2020 0:00:00;2;610000;25297
19;23.11.2020 0:00:00;2;610000;24623
20;23.11.2020 0:00:00;2;610000;24370
21;23.11.2020 0:00:00;2;610000;24091
22;23.11.2020 0:00:00;2;610000;23873
23;23.11.2020 0:00:00;2;610000;23931
0;24.11.2020 0:00:00;2;610000;24153
1;24.11.2020 0:00:00;2;610000;24751
2;24.11.2020 0:00:00;2;610000;25549
3;24.11.2020 0:00:00;2;610000;26299
4;24.11.2020 0:00:00;2;610000;27193
5;24.11.2020 0:00:00;2;610000;27154
6;24.11.2020 0:00:00;2;610000;27092
7;24.11.2020 0:00:00;2;610000;26802
8;24.11.2020 0:00:00;2;610000;26687
9;24.11.2020 0:00:00;2;610000;26784
10;24.11.2020 0:00:00;2;610000;26727
11;24.11.2020 0:00:00;2;610000;26816
12;24.11.2020 0:00:00;2;610000;27019
13;24.11.2020 0:00:00;2;610000;27320
14;24.11.2020 0:00:00;2;610000;27302
15;24.11.2020 0:00:00;2;610000;26727
16;24.11.2020 0:00:00;2;610000;26637
17;24.11.2020 0:00:00;2;610000;26122
18;24.11.2020 0:00:00;2;610000;25478
19;24.11.2020 0:00:00;2;610000;24595
20;24.11.2020 0:00:00;2;610000;24195
21;24.11.2020 0:00:00;2;610000;24006
22;24.11.2020 0:00:00;2;610000;23886
23;24.11.2020 0:00:00;2;610000;23804
0;25.11.2020 0:00:00;2;610000;24157
1;25.11.2020 0:00:00;2;610000;24745
2;25.11.2020 0:00:00;2;610000;25818
3;25.11.2020 0:00:00;2;610000;26290
4;25.11.2020 0:00:00;2;610000;27140
5;25.11.2020 0:00:00;2;610000;27140
6;25.11.2020 0:00:00;2;610000;27345
7;25.11.2020 0:00:00;2;610000;27005
8;25.11.2020 0:00:00;2;610000;26889
9;25.11.2020 0:00:00;2;610000;26947
10;25.11.2020 0:00:00;2;610000;26820
11;25.11.2020 0:00:00;2;610000;26852
12;25.11.2020 0:00:00;2;610000;27037
13;25.11.2020 0:00:00;2;610000;27221
14;25.11.2020 0:00:00;2;610000;27241
15;25.11.2020 0:00:00;2;610000;27183
16;25.11.2020 0:00:00;2;610000;26751
17;25.11.2020 0:00:00;2;610000;26255
18;25.11.2020 0:00:00;2;610000;25687
19;25.11.2020 0:00:00;2;610000;24767
20;25.11.2020 0:00:00;2;610000;24494
21;25.11.2020 0:00:00;2;610000;24408
22;25.11.2020 0:00:00;2;610000;24011
23;25.11.2020 0:00:00;2;610000;24294
0;26.11.2020 0:00:00;2;610000;24569
1;26.11.2020 0:00:00;2;610000;25176
2;26.11.2020 0:00:00;2;610000;26138
3;26.11.2020 0:00:00;2;610000;26769
4;26.11.2020 0:00:00;2;610000;27447
5;26.11.2020 0:00:00;2;610000;27800
6;26.11.2020 0:00:00;2;610000;27586
7;26.11.2020 0:00:00;2;610000;27314
8;26.11.2020 0:00:00;2;610000;27307
9;26.11.2020 0:00:00;2;610000;27114
10;26.11.2020 0:00:00;2;610000;27100
11;26.11.2020 0:00:00;2;610000;27122
12;26.11.2020 0:00:00;2;610000;27613
13;26.11.2020 0:00:00;2;610000;27997
14;26.11.2020 0:00:00;2;610000;27769
15;26.11.2020 0:00:00;2;610000;27418
16;26.11.2020 0:00:00;2;610000;27052
17;26.11.2020 0:00:00;2;610000;26723
18;26.11.2020 0:00:00;2;610000;25908
19;26.11.2020 0:00:00;2;610000;25242
20;26.11.2020 0:00:00;2;610000;24893
21;26.11.2020 0:00:00;2;610000;24733
22;26.11.2020 0:00:00;2;610000;24739
23;26.11.2020 0:00:00;2;610000;24685
0;27.11.2020 0:00:00;2;610000;24883
1;27.11.2020 0:00:00;2;610000;25569
2;27.11.2020 0:00:00;2;610000;26518
3;27.11.2020 0:00:00;2;610000;27376
4;27.11.2020 0:00:00;2;610000;28006
5;27.11.2020 0:00:00;2;610000;28199
6;27.11.2020 0:00:00;2;610000;27950
7;27.11.2020 0:00:00;2;610000;27747
8;27.11.2020 0:00:00;2;610000;27594
9;27.11.2020 0:00:00;2;610000;27351
10;27.11.2020 0:00:00;2;610000;27129
11;27.11.2020 0:00:00;2;610000;27301
12;27.11.2020 0:00:00;2;610000;27610
13;27.11.2020 0:00:00;2;610000;27854
14;27.11.2020 0:00:00;2;610000;27755
15;27.11.2020 0:00:00;2;610000;27393
16;27.11.2020 0:00:00;2;610000;27335
17;27.11.2020 0:00:00;2;610000;26946
18;27.11.2020 0:00:00;2;610000;26292
19;27.11.2020 0:00:00;2;610000;25654
20;27.11.2020 0:00:00;2;610000;25251
21;27.11.2020 0:00:00;2;610000;25100
22;27.11.2020 0:00:00;2;610000;25000
23;27.11.2020 0:00:00;2;610000;24942
0;28.11.2020 0:00:00;2;610000;25029
1;28.11.2020 0:00:00;2;610000;25433
2;28.11.2020 0:00:00;2;610000;25964
3;28.11.2020 0:00:00;2;610000;26553
4;28.11.2020 0:00:00;2;610000;27400
5;28.11.2020 0:00:00;2;610000;27986
6;28.11.2020 0:00:00;2;610000;28138
7;28.11.2020 0:00:00;2;610000;27899
8;28.11.2020 0:00:00;2;610000;27731
9;28.11.2020 0:00:00;2;610000;27517
10;28.11.2020 0:00:00;2;610000;27494
11;28.11.2020 0:00:00;2;610000;27639
12;28.11.2020 0:00:00;2;610000;27730
13;28.11.2020 0:00:00;2;610000;28225
14;28.11.2020 0:00:00;2;610000;27995
15;28.11.2020 0:00:00;2;610000;0
16;28.11.2020 0:00:00;2;610000;0
17;28.11.2020 0:00:00;2;610000;0
18;28.11.2020 0:00:00;2;610000;0
19;28.11.2020 0:00:00;2;610000;0
20;28.11.2020 0:00:00;2;610000;0
21;28.11.2020 0:00:00;2;610000;0
22;28.11.2020 0:00:00;2;610000;0
23;28.11.2020 0:00:00;2;610000;0
